"","g2","CI_lower","CI_upper","Rate","Rep"
"114",1.60335520416055e-08,-2.58945372338948e-07,2.66134407012064e-07,1e-10,"87"
"115",-1.06902759811067e-06,-1.41097159046533e-06,-5.89630771555272e-07,1e-10,"86"
"116",-6.00956812202291e-07,-9.72706279367408e-07,-1.2089947463434e-07,1e-10,"85"
"117",2.7480716568995e-07,-6.59458961355108e-08,6.65699297541789e-07,1e-10,"84"
"118",-7.17407816153148e-07,-1.09175972261566e-06,-3.35988947869348e-07,1e-10,"83"
"119",-1.05178930431826e-06,-1.31574736222106e-06,-7.35042650640283e-07,1e-10,"82"
"120",-4.53199475725086e-07,-7.04616370031386e-07,-2.50514245625506e-08,1e-10,"81"
"121",-3.98879300478328e-07,-8.27572699951817e-07,1.07217394318403e-07,1e-10,"80"
"122",-9.65598427216108e-07,-1.12566720095741e-06,-8.01722779467107e-07,1e-10,"8"
"123",-2.53214037515548e-07,-7.12384848489123e-07,1.83688463739617e-07,1e-10,"79"
"124",-5.13532578905185e-07,-8.02022378904033e-07,-2.05827184468488e-07,1e-10,"78"
"125",-1.49189999132382e-07,-4.59276389555563e-07,2.39892392761565e-07,1e-10,"77"
"126",-5.49457924825525e-07,-7.32199144704015e-07,-3.20991119281966e-07,1e-10,"76"
